paper_key,file,page,value,unit,topic,gravity_context,snippet
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,157,25,nm,length scale/microstructure,unspecified,"eported inorganic lyotropic liquid crystals, nematic phases could be observed in this system. The real morphology of V2O5 particles is ribbon-like (Fig. 1b). In general, V2O5 particle have a thickness of 1 nm, a width of 25 nm, and a length up to thousand nanometers, which can be adjusted by preparation method and time. Researchers often regard them as rod-like to avoid more calculations. The phase behavior of suspension depends on the volume"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,157,0.7,vol%,alloy composition,unspecified,"me. Researchers often regard them as rod-like to avoid more calculations. The phase behavior of suspension depends on the volume fraction (F) rather than temperature [7–9]. With the increasing concentration (critical F = 0.7 vol%), transition from isotropic phase (I) to nematic phase (N) can"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,158,2,vol%,alloy composition,microgravity/space,"Inﬂuence of Gravity on Inorganic Liquid Crystal 153 Fig. 1 a Structure of crystalline V2O5. b SEM micrograph of V2O5. c and d 2-D scattering patterns obtained at the 2 vol% sample, can be regarded as Nu; e and f at the 5 vol% sample, can be regarded as Nb. Reprinted with permission from (Langmuir 2000, 16, (12), 5295–5303). Copyright (2000) American Chemical Society be observed in the syst"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,158,5,vol%,alloy composition,microgravity/space,"Inﬂuence of Gravity on Inorganic Liquid Crystal 153 Fig. 1 a Structure of crystalline V2O5. b SEM micrograph of V2O5. c and d 2-D scattering patterns obtained at the 2 vol% sample, can be regarded as Nu; e and f at the 5 vol% sample, can be regarded as Nb. Reprinted with permission from (Langmuir 2000, 16, (12), 5295–5303). Copyright (2000) American Chemical Society be observed in the system. The primary phase transition can be explained by"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,158,1.2,vol%,alloy composition,microgravity/space,". Reprinted with permission from (Langmuir 2000, 16, (12), 5295–5303). Copyright (2000) American Chemical Society be observed in the system. The primary phase transition can be explained by Onsager model; when F comes to 1.2 vol%, the sol–gel transition is observed in the system; with higher concentration ( F = 5.0 vol%), the system turns from uniaxial nematic (Nu) to biaxial nematic (Nb). The thermo-dynamic and ﬂuid-dynamic properties can be ex"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,158,5.0,vol%,alloy composition,unspecified,"ican Chemical Society be observed in the system. The primary phase transition can be explained by Onsager model; when F comes to 1.2 vol%, the sol–gel transition is observed in the system; with higher concentration ( F = 5.0 vol%), the system turns from uniaxial nematic (Nu) to biaxial nematic (Nb). The thermo-dynamic and ﬂuid-dynamic properties can be explained by hard-core models. The V 2O5 sol and gel show long range order and typical nematic"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,158,0.7,vol%,alloy composition,unspecified,"moves the topological defects and pro- duces completely aligned nematic single domain. The orientation time of particles depends on the magnetic intensity and suspension concentration. For example, ori- entation time for 0.7 vol% suspension in 0.3 T and 1 T magnetic ﬁeld is 2 h and 5 min, respectively. A sudden change in magnetic ﬁeld orientation leads to transient hydrodynamic instability of samples. One of main application of organic liquid cr"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,158,5,min,gravity/time/facility,unspecified,"d nematic single domain. The orientation time of particles depends on the magnetic intensity and suspension concentration. For example, ori- entation time for 0.7 vol% suspension in 0.3 T and 1 T magnetic ﬁeld is 2 h and 5 min, respectively. A sudden change in magnetic ﬁeld orientation leads to transient hydrodynamic instability of samples. One of main application of organic liquid crystal is panel display. However, com- pared to thermotropic"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,159,8,nm,length scale/microstructure,unspecified,"liquid crystal properties of boehmite (γ-AlOOH) needle-like crystallite were ﬁrstly reported by Zocher, and were investigated thoroughly by Buining et al. [ 14]. They prepared boehmite rod-like particles with diameter of 8 nm, length of 130 nm and 280 nm. I–N phase separation can be observed in long rods (280 nm) suspen- sion (F = 0.1 wt%) at low ionic strength after standing for one month. At boehmite concentration above 0.67 wt% or higher,"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,159,130,nm,length scale/microstructure,unspecified,"roperties of boehmite (γ-AlOOH) needle-like crystallite were ﬁrstly reported by Zocher, and were investigated thoroughly by Buining et al. [ 14]. They prepared boehmite rod-like particles with diameter of 8 nm, length of 130 nm and 280 nm. I–N phase separation can be observed in long rods (280 nm) suspen- sion (F = 0.1 wt%) at low ionic strength after standing for one month. At boehmite concentration above 0.67 wt% or higher, permanently-biref"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,159,280,nm,length scale/microstructure,unspecified,"f boehmite (γ-AlOOH) needle-like crystallite were ﬁrstly reported by Zocher, and were investigated thoroughly by Buining et al. [ 14]. They prepared boehmite rod-like particles with diameter of 8 nm, length of 130 nm and 280 nm. I–N phase separation can be observed in long rods (280 nm) suspen- sion (F = 0.1 wt%) at low ionic strength after standing for one month. At boehmite concentration above 0.67 wt% or higher, permanently-birefringent mon"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,159,280,nm,length scale/microstructure,unspecified,"orted by Zocher, and were investigated thoroughly by Buining et al. [ 14]. They prepared boehmite rod-like particles with diameter of 8 nm, length of 130 nm and 280 nm. I–N phase separation can be observed in long rods (280 nm) suspen- sion (F = 0.1 wt%) at low ionic strength after standing for one month. At boehmite concentration above 0.67 wt% or higher, permanently-birefringent monophasic dis- persion will be obtained. For short rods (130"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,159,0.1,wt%,alloy composition,unspecified,"investigated thoroughly by Buining et al. [ 14]. They prepared boehmite rod-like particles with diameter of 8 nm, length of 130 nm and 280 nm. I–N phase separation can be observed in long rods (280 nm) suspen- sion (F = 0.1 wt%) at low ionic strength after standing for one month. At boehmite concentration above 0.67 wt% or higher, permanently-birefringent monophasic dis- persion will be obtained. For short rods (130 nm) suspension, liquid crys"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,159,0.67,wt%,alloy composition,unspecified,"ith diameter of 8 nm, length of 130 nm and 280 nm. I–N phase separation can be observed in long rods (280 nm) suspen- sion (F = 0.1 wt%) at low ionic strength after standing for one month. At boehmite concentration above 0.67 wt% or higher, permanently-birefringent monophasic dis- persion will be obtained. For short rods (130 nm) suspension, liquid crystal phase can be observed with increasing concentration, while no phase separation appeared. U"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,159,130,nm,length scale/microstructure,unspecified,"0 nm) suspen- sion (F = 0.1 wt%) at low ionic strength after standing for one month. At boehmite concentration above 0.67 wt% or higher, permanently-birefringent monophasic dis- persion will be obtained. For short rods (130 nm) suspension, liquid crystal phase can be observed with increasing concentration, while no phase separation appeared. Untreated boehmite particles are positively charged. To discuss their phase behavior, it is necessary"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,159,350,mT,field/power,unspecified,"to critical value, and the border of two phase is clear. Nematic phase is clearly observed and further proved by SAXS. In magnetic ﬁeld, the particles orient along the ﬁeld direction at magnetic intensities smaller than 350 mT, but they reori- ent perpendicular to the ﬁeld beyond 350 mT. This outstanding behavior was also observed in isotropic phase, which has very strong magnetic-ﬁeld induced birefrin- gence. For bulk goethite, it is a typic"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,160,1,nm,length scale/microstructure,unspecified,"clay systems have been widely investigated, especially for mont- morillonite and laponite. Montmorillonite is one kind of expanding 2:1 layered clay (two silica-oxygen octahedron and one aluminum-oxygen tetrahedron) with 1 nm thickness after being exfoliated successfully. The diameter of montmorillonite ranges from 50 to 500 nm with high aspect ratios. Laponite is one kind of montmorillonite. The diameter of monodisperse laponite particles i"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,160,500,nm,length scale/microstructure,unspecified,nite is one kind of expanding 2:1 layered clay (two silica-oxygen octahedron and one aluminum-oxygen tetrahedron) with 1 nm thickness after being exfoliated successfully. The diameter of montmorillonite ranges from 50 to 500 nm with high aspect ratios. Laponite is one kind of montmorillonite. The diameter of monodisperse laponite particles is 25 nm and the thickness is 1 nm. Montmorillonite systems are typical charged plate-like liquid crystal
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,160,25,nm,length scale/microstructure,unspecified,"thickness after being exfoliated successfully. The diameter of montmorillonite ranges from 50 to 500 nm with high aspect ratios. Laponite is one kind of montmorillonite. The diameter of monodisperse laponite particles is 25 nm and the thickness is 1 nm. Montmorillonite systems are typical charged plate-like liquid crystal systems, their phase behavior can be explained by Onsager and DL VO theories. Using polarization microscopy to observe mon"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,160,100,%,alloy composition,unspecified,"ane or toluene. Only short range repulsion exists in this sterically stable system. At low concen- tration, I–N phase separation take place; with increasing concentration, the ratio of nematic phase increase gradually to 100%, along with increasing thermal stability of liquid crystal. The polydispersity of particles broaden the I/N biphasic region. and the width of biphasic region is proportional to the polydispersity of particles."
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,162,20,%,alloy composition,unspecified,"es. Using organic molecules modiﬁed LDHs can synthesize monodisperse rosettes organic-inorganic composite. The molar ratio of Ca–Al in the composite is the same as in the LDHs, the mass proportion of organic molecules is 20%. The amount of organic molecules intercalated into the layers depend on the structures of LDHs. Removing the organic molecules by heating will not change the rosettes structure of composite. The modiﬁcation of organic m"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,162,>16,wt%,alloy composition,unspecified,"The modiﬁcation of organic molecules signiﬁcantly enhanced the mechanical properties of LDHs. Sun et al. [ 28] investigated the LDHs lyotropic liquid crystals (Fig. 3). With the LDHs dispersion concentration increasing (>16 wt%), birefringent nematic phase ini- tially forms; when the concentration came to 34 wt%, stable nematic phase formed and no phase separation is observed; under the polarization microscope, the dis- persion at 18 wt% initi"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,162,34,wt%,alloy composition,unspecified,"f LDHs. Sun et al. [ 28] investigated the LDHs lyotropic liquid crystals (Fig. 3). With the LDHs dispersion concentration increasing (>16 wt%), birefringent nematic phase ini- tially forms; when the concentration came to 34 wt%, stable nematic phase formed and no phase separation is observed; under the polarization microscope, the dis- persion at 18 wt% initially shows a band-type texture caused by shear or ﬂow, then nematic droplets appear an"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,162,18,wt%,alloy composition,unspecified,"sing (>16 wt%), birefringent nematic phase ini- tially forms; when the concentration came to 34 wt%, stable nematic phase formed and no phase separation is observed; under the polarization microscope, the dis- persion at 18 wt% initially shows a band-type texture caused by shear or ﬂow, then nematic droplets appear and ﬁnally develop into a threaded texture, typical of nematic phase. LDHs can serve as better model systems to investigate phase"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,162,0.05–0.5,vol%,alloy composition,unspecified,"or NMP dispersions. Xu and Gao [ 29], Kim et al. [ 30] and other groups [ 31] reported the liquid crys- tallinity of graphene oxide aqueous dispersions almost at the same time (Fig.4). With the increasing concentration (0.05–0.5 vol%), the volume fraction of nematic phase increases, and reaches maximum value at 0.4 vol% (Fig. 4b). Under the crossed polarizer, typical nematic schlieren texture can be observed at the bottom phase. Polarization microsc"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,162,0.4,vol%,alloy composition,unspecified,"iquid crys- tallinity of graphene oxide aqueous dispersions almost at the same time (Fig.4). With the increasing concentration (0.05–0.5 vol%), the volume fraction of nematic phase increases, and reaches maximum value at 0.4 vol% (Fig. 4b). Under the crossed polarizer, typical nematic schlieren texture can be observed at the bottom phase. Polarization microscopy observation proves the existence of birefringent texture of the graphene oxide liqui"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,163,18,%,alloy composition,unspecified,158 Z. Wang et al. Fig. 3 Nematic phase formed in LDHs aqueous dispersion. a Electron diffraction pattern and b TEM images of Mg/Al LDH particles. Rare (see arrow) edges of the particles can be seen. c 18% (w/w) dispersion. d Samples observed after 7 days and e 17 days. f Schlieren texture with a point defect surrounded by four dark brushes of 22% (w/w) dispersion. g Isotropic phase of the 16% (w/w) dispersion. h Birefrin
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,163,22,%,alloy composition,unspecified,"Mg/Al LDH particles. Rare (see arrow) edges of the particles can be seen. c 18% (w/w) dispersion. d Samples observed after 7 days and e 17 days. f Schlieren texture with a point defect surrounded by four dark brushes of 22% (w/w) dispersion. g Isotropic phase of the 16% (w/w) dispersion. h Birefringent nematic phase of the 27% (w/w) dispersion. i Isotropic-nematic phase separation of the 27% (w/w) dispersion, as observed 7 days after dilut"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,163,16,%,alloy composition,microgravity/space,"the particles can be seen. c 18% (w/w) dispersion. d Samples observed after 7 days and e 17 days. f Schlieren texture with a point defect surrounded by four dark brushes of 22% (w/w) dispersion. g Isotropic phase of the 16% (w/w) dispersion. h Birefringent nematic phase of the 27% (w/w) dispersion. i Isotropic-nematic phase separation of the 27% (w/w) dispersion, as observed 7 days after dilution. Reprinted with permission from (Chemistry"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,163,27,%,alloy composition,microgravity/space,"les observed after 7 days and e 17 days. f Schlieren texture with a point defect surrounded by four dark brushes of 22% (w/w) dispersion. g Isotropic phase of the 16% (w/w) dispersion. h Birefringent nematic phase of the 27% (w/w) dispersion. i Isotropic-nematic phase separation of the 27% (w/w) dispersion, as observed 7 days after dilution. Reprinted with permission from (Chemistry of materials 2003, 15, (17), 3240–3241). Copyright (2003)"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,164,0.5,wt%,alloy composition,unspecified,"Inﬂuence of Gravity on Inorganic Liquid Crystal 159 Fig. 4 a SEM images of graphene oxide platelets exfoliated from various graphite sources. b Left to right: 0.5 wt% graphene oxide dispersion; phase-separated 0.2 wt% dispersion three weeks after preparation; phase-separated dispersions (0.05, 0.2, 0.5 wt%) located between crossed polarizers; coagulated 0.01 wt% dispersion upon addin"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,164,0.2,wt%,alloy composition,unspecified,"Inﬂuence of Gravity on Inorganic Liquid Crystal 159 Fig. 4 a SEM images of graphene oxide platelets exfoliated from various graphite sources. b Left to right: 0.5 wt% graphene oxide dispersion; phase-separated 0.2 wt% dispersion three weeks after preparation; phase-separated dispersions (0.05, 0.2, 0.5 wt%) located between crossed polarizers; coagulated 0.01 wt% dispersion upon adding 50 mM NaCl.c Nematic phase volume fraction versus"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,164,0.01,wt%,alloy composition,unspecified,"urces. b Left to right: 0.5 wt% graphene oxide dispersion; phase-separated 0.2 wt% dispersion three weeks after preparation; phase-separated dispersions (0.05, 0.2, 0.5 wt%) located between crossed polarizers; coagulated 0.01 wt% dispersion upon adding 50 mM NaCl.c Nematic phase volume fraction versus graphene oxide concentration. d Typical nematic schlieren texture of a 0.3 wt% dispersion with ±1/2 disclinations and +1 disclination. e SEM image"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,164,50,mM,length scale/microstructure,unspecified,"graphene oxide dispersion; phase-separated 0.2 wt% dispersion three weeks after preparation; phase-separated dispersions (0.05, 0.2, 0.5 wt%) located between crossed polarizers; coagulated 0.01 wt% dispersion upon adding 50 mM NaCl.c Nematic phase volume fraction versus graphene oxide concentration. d Typical nematic schlieren texture of a 0.3 wt% dispersion with ±1/2 disclinations and +1 disclination. e SEM image of GO liquid crystal in free"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,164,0.3,wt%,alloy composition,microgravity/space,"(0.05, 0.2, 0.5 wt%) located between crossed polarizers; coagulated 0.01 wt% dispersion upon adding 50 mM NaCl.c Nematic phase volume fraction versus graphene oxide concentration. d Typical nematic schlieren texture of a 0.3 wt% dispersion with ±1/2 disclinations and +1 disclination. e SEM image of GO liquid crystal in freeze-dried sample (0.5 wt%). Blue and red symbols indicate+1/2 and − 1/2 disclinations, respectively. Reprinted with permissi"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,164,0.5,wt%,alloy composition,microgravity/space,"hase volume fraction versus graphene oxide concentration. d Typical nematic schlieren texture of a 0.3 wt% dispersion with ±1/2 disclinations and +1 disclination. e SEM image of GO liquid crystal in freeze-dried sample (0.5 wt%). Blue and red symbols indicate+1/2 and − 1/2 disclinations, respectively. Reprinted with permission from (Angewandte Chemie International Edition2011, 50, (13), 3043–3047). Copyright (2011) John Wiley and Sons 1.3 Pros"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,165,1,μm,length scale/microstructure,microgravity/space,"ngth is inverse proportional to density difference and particle volume. l g = K B T g/Delta1ρV particle (1) where g is gravitational acceleration, KBT is thermodynamic energy. For example, if one particle has diameter of 1 μm, the density difference to solvent (/Delta1ρ) is 0.10 g mL− 1, the gravitational length of diameter is about 10 μm. The migration generated from gravity is 10 times larger than that from Brownian movement. For a polydis"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,165,10,μm,length scale/microstructure,microgravity/space,"g is gravitational acceleration, KBT is thermodynamic energy. For example, if one particle has diameter of 1 μm, the density difference to solvent (/Delta1ρ) is 0.10 g mL− 1, the gravitational length of diameter is about 10 μm. The migration generated from gravity is 10 times larger than that from Brownian movement. For a polydis- perse system, the chemical potential (KBT) of every components and every interface are all the same, and thus the"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,166,1,mm,length scale/microstructure,unspecified,"s Induced by Gravity Vis et al. [37] observed nematic phase and lamellar phase at low volume fraction in silica coated gibbsite dispersions. The gravitational length of particles calculated by authors is far smaller than 1 mm, which is still large compared to the size of colloid particles. The particles will sediment rapidly under the gravity. The sedimentation of particles will signiﬁcantly increase the concentration at the bottom of sample"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,166,2,μm,length scale/microstructure,unspecified,"e of sedimentation, even in systems with low particle concentration. However, it is hard to obtain accurate volume fraction of liquid crystal phase transition. Mourad et al. [ 38] succeeded in preparing columnar phase by 2 μm diameter plate-like gibbsite particles. The SAXS results (Fig. 5) showed that upon going from the top toward the bottom of the sample the q-values of the intercolumnar reﬂections slightly increase, which indicate compac"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,166,570,nm,length scale/microstructure,microgravity/space,"ertical (V ert) direction at different heights above the bottom of the sample. The dashed lines indicate the d 100 ideal and d 110 ideal assuming an intercolumnar distance based on the average diameter of the platelets (570 nm) and an ideal hexagonal lattice. Reprinted with permission from (Langmuir 2010, 26, (17), 14182–14187). Copyright (2010) American Chemical Society"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,168,20,%,alloy composition,unspecified,"Inﬂuence of Gravity on Inorganic Liquid Crystal 163 Fig. 6 Phase behavior of 20% (w/w) Mg2Al LDHs suspension as observed between crossed polar- izers. a Right after preparation, b 39 days and c 8 months after preparation, d samples (Gibbsite platelets) at 1.5 year after preparation, and observed bet"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,168,0.64,mm,length scale/microstructure,unspecified,"standing for about 1 month, which can be considered as triphasic (I/N 1/N2) equilibrium. The gravita- tional ﬁeld has great impact on the triphasic equilibrium of system, for the gravi- tational length ξ of particles is 0.64 mm and far smaller than the height of cuvette (20 mm). However, it is a pity that authors didn’t give further explanation. Dimasi et al. [46] presented synchrotron X-ray diffraction from gravity dispersed suspensions of Na"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,168,20,mm,length scale/microstructure,unspecified,"as triphasic (I/N 1/N2) equilibrium. The gravita- tional ﬁeld has great impact on the triphasic equilibrium of system, for the gravi- tational length ξ of particles is 0.64 mm and far smaller than the height of cuvette (20 mm). However, it is a pity that authors didn’t give further explanation. Dimasi et al. [46] presented synchrotron X-ray diffraction from gravity dispersed suspensions of Na ﬂuorohectorite over a large NaCl concentration ra"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,169,<23,wt%,alloy composition,earth/1g,"a). The authors ﬁrstly performed a pilot study of the liquid crystal phase transition in polydisperse Mg 2Al LDHs under normal gravity. The dispersions are isotropic under the polarizer observation at low concentration (<23 wt%) (Fig. 7c). With increasing concentration (23–30 wt%) of Mg 2Al LDHs, the dispersions show a shear-induced birefringence, indicating a highly-ordered directional alignment of particles. Coexistence of four phases, inclu"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,169,23–30,wt%,alloy composition,earth/1g,"he liquid crystal phase transition in polydisperse Mg 2Al LDHs under normal gravity. The dispersions are isotropic under the polarizer observation at low concentration (<23 wt%) (Fig. 7c). With increasing concentration (23–30 wt%) of Mg 2Al LDHs, the dispersions show a shear-induced birefringence, indicating a highly-ordered directional alignment of particles. Coexistence of four phases, including an opaque isotropic top phase, a birefringent mi"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,169,32,wt%,alloy composition,microgravity/space,"g an opaque isotropic top phase, a birefringent middle phase, a faint birefringence new phase and a sediment layer of larger platelets, are observed after standing for 5 days (Fig. 7d). When concentration increased up to 32 wt%, three phases coexistence (I/N/S) are observed (Fig. 7e). The authors chose ﬁve samples with concentration from 22 to 30 wt% to perform microgravity experiments. The liquid crystal phase transition of Mg 2Al LDHs under"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,169,30,wt%,alloy composition,microgravity/space,"platelets, are observed after standing for 5 days (Fig. 7d). When concentration increased up to 32 wt%, three phases coexistence (I/N/S) are observed (Fig. 7e). The authors chose ﬁve samples with concentration from 22 to 30 wt% to perform microgravity experiments. The liquid crystal phase transition of Mg 2Al LDHs under microgravity is observed and indicates that the Onsager’s theory remained valid under microgravity (Fig. 7f, g). The phase tr"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,169,25,wt%,alloy composition,earth-vs-microgravity comparison,"The liquid crystal phase transition of Mg 2Al LDHs under microgravity is observed and indicates that the Onsager’s theory remained valid under microgravity (Fig. 7f, g). The phase transition concentration increased from 25 wt% under normal gravity to 27 wt% under microgravity, which proves the gravity-brought fractionation facilitate the liquid crystal transition. In addition, relax time of shear-induced birefringence is signiﬁcantly increase"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,169,27,wt%,alloy composition,earth-vs-microgravity comparison,"ition of Mg 2Al LDHs under microgravity is observed and indicates that the Onsager’s theory remained valid under microgravity (Fig. 7f, g). The phase transition concentration increased from 25 wt% under normal gravity to 27 wt% under microgravity, which proves the gravity-brought fractionation facilitate the liquid crystal transition. In addition, relax time of shear-induced birefringence is signiﬁcantly increased under microgravity, which can"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,170,16,wt%,alloy composition,microgravity/space,"tal principle diagram of the colloidal material box. Reprinted ﬁgure with permission from [Microgravity Science and Technology2016, 28, (2), 179–188]. Copyright (2016) by the Springer.c Polarized light photographs of the 16 wt% Mg 2Al LDHs suspension: (1) just prepared, (2) 5 days, (3) 15 days. d Polarized light photographs of the 28 wt% Mg 2Al LDHs suspension: (1) just prepared, (2) 5 days, (3) 12 days, (4) 15 days. Reprinted ﬁgure with permi"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,170,28,wt%,alloy composition,microgravity/space,"and Technology2016, 28, (2), 179–188]. Copyright (2016) by the Springer.c Polarized light photographs of the 16 wt% Mg 2Al LDHs suspension: (1) just prepared, (2) 5 days, (3) 15 days. d Polarized light photographs of the 28 wt% Mg 2Al LDHs suspension: (1) just prepared, (2) 5 days, (3) 12 days, (4) 15 days. Reprinted ﬁgure with permission from [Microgravity Science and Technology 2016, 28, (2), 95–100]. Copyright (2016) by the Springer.e Polar"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,170,32,wt%,alloy composition,microgravity/space,"just prepared, (2) 5 days, (3) 12 days, (4) 15 days. Reprinted ﬁgure with permission from [Microgravity Science and Technology 2016, 28, (2), 95–100]. Copyright (2016) by the Springer.e Polarized light photographs of the 32 wt% Mg2Al LDHs suspension: (1) just prepared, (2) 12 days, (3) 15 days. f and g Polarized optical micrographs of the phase behavior of different concentration samples under microgravity at different time. “0 d” represents “"
Melt Growth of Semiconductor Crystals Under Microgravity,ReferencePapers/Melt Growth of Semiconductor Crystals Under Microgravity.pdf,171,1.07,wt%,alloy composition,unspecified,"The lower N phase and upper I phases were extracted separately to reduce the polydispersity of the particles. The nematic phases were collected repeatedly for use in the subsequent fractionation. At the concentration of 1.07 wt%, the polydispersity can be reduced from 0.27 to 0.17. This polydispersity reduction method based on the I/N phase transition and gravity can be utilized to select nanoplates with a certain size and to improve size monod"
